TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-129777,DT036764,Amount fields and their corresponding labels are aligned in opposite directions,Look and Feel,,,,"*Issue Description:*
The amount column labels and their corresponding values are aligned in opposite directions and are not on the same vertical line. The amount value is right-aligned, while the column label is left-aligned.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Click the Financial Transactions tab on the person home page.
# Click New Account Adjustment.
# Enter a value in the Amount field and click Save.
# Issue: The amount label and the values are not aligned on the same vertical line.

*Resolution:*
The amount column header and the values are now aligned in the same direction. Additionally, the position of the column header and the sorting arrows has been swapped. This applies only to column values that are right-aligned and headers that are left-aligned. Furthermore, it applies to all table values, not just amount fields, and is not domain-type specific.

"
SPM-129688,DT036755,Calendar fails the minimum colour contrast requirement,Accessibility,,,,"*Issue Description:*
The current date in the Calendar date picker has insufficient contrast with the background color.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Click the Calendar workspace.
# Click the calendar icon on the right of the date input field.
# Issue: The date picker has a blue background color, which has insufficient contrast with the current date.

*Resolution:*
The blue background color in the Calendar date picker has been removed. The background colour is now white.

"
SPM-129550,DT036747,Inbox Work Queue 'GetNextTask' function allows the assignment of tasks with a sensitivity level higher than permitted to view,CEF,Integrated Case Management,,,"*Issue Description:*
Users with sensitivity levels lower than those of participants can assign the task to themselves, but they are unable to perform any actions further.

*User Interface Impact:* No

*Prerequisites:*

# Log in as an administrator.
# Search for user ?administrator? under Users and change the sensitivity of administrator to 5.
# Search for user ?supervisor? under Users and change the sensitivity of supervisor to 3.
# Select Work Queues under the Workflow section and change the default sensitivity of the DEFAULT work queue to 1.
# Select Work Queues under the Workflow section. Add a new subscription to the DEFAULT work queue. Search for caseworker user and Save. 

*Steps to Reproduce:*

# Log in as a supervisor and register a person.
# Search for the registered person and change the person's sensitivity to 3.
# Create a task for the registered person and assign it to the DEFAULT work queue.
# Log in as a caseworker (sensitivity 1). 
# Select Work Queues under the Inbox section and subscribe to the DEFAULT work queue.
# Click Get Next Task From Queue from My Task list page.
# Issue: Task appears in ?My tasks?. A validation message is thrown, ?You do not have access to this client's details.? when the user attempts to perform any action. 

*Resolution:*
When a user selects ?Get Next Task?, the sensitivity check is performed against the next task in the work queue, the task is assigned to the logged-in user only if it matches the sensitivity. When there are no tasks in the work queue matching the sensitivity, a validation is thrown to indicate that a task was not added to your My Tasks list as there are currently no tasks that match the selected criteria.


"
SPM-129540,DT036738,Selecting the business email link for a user is not opening the mail client,CEF,Administration Suite,,,"*Issue Description:*
When an administrator clicks on the ?Business Email? field in a user?s context panel, the mail client is not opened. A JavaScript error is reported in the browser console.

*User Interface Impact:* No

*Prerequisites:*
User should have a valid business email address.

*Steps to Reproduce:*

# Log in as an administrator.
# Click User Search in the shortcuts panel.
# Search for and open an existing user. Check for a valid business email address, add a valid business email address if blank. Save and close the user.
# In the context panel, select the business email hyperlink in the Business Email field.
# Issue: Nothing happens, the mail client does not open. A JavaScript error was reported in the browser console. 

*Resolution:*
This has been resolved, the ?Business Email? field will now open up a new dialog to send an email when an administrator clicks on the email address.

 "
SPM-129224,DT036732,Buttons rendered as links but styled as buttons cannot be activated by the Space key,CEF,Application Development Environment,Client Development Environment,,"*Issue Description:*
The Search and Reset controls are links styled like buttons. Screen readers handle links differently than buttons. While both links and buttons are tabbable, pressing the Space or Enter key triggers a button, whereas pressing the Enter key only triggers a link. This behavior may confuse users of assistive technology, as the expected behavior differs from the actual behavior. 

*User Interface Impact:* No

*Steps to Reproduce:* 

# Log in as a caseworker.
# Navigate to the Person Search page.
# Tab through to the ?Search? button.
# Press the Space key. 
# Issue: Pressing the Space key does nothing. Only the Enter key can invoke the Search button as it is a link, not a button. 

*Resolution:*
Both the Enter and Space keys can now invoke the functionality of a button.

*Technical:*
The ACTION&#95;CONTROL element, which resides within the CLUSTER/ACTION&#95;SET and LIST/ACTION&#95;SET components, will now be displayed as a button identified by its class name. References to the specific positioning classes (right-corner, left-corner, middle) will no longer be used. This functionality can be disabled by accessing the system administration settings, navigating to application properties, and setting the ?curam.temp.cluster.list.buttons.enable? property to ?false?.

For more information on how this change might impact customizations, see the Cu?ram Upgrade Guide. 

"
SPM-128591,DT036721,The bottom half of the dialog titles in the Rich Text Editor are truncated,Look and Feel,,,,"*Issue Description:* 
The bottom half of dialog titles in the Rich Text Editor are being truncated.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the Calendar tab and create a meeting.
# Open the row-level actions menu for the meeting and select Record Meeting Minutes to launch the Meeting Minutes Wizard.
# In the details step, click the Paste icon in the CK Editor Toolbar on the Agenda field to open the Paste dialog.
# Issue: The Paste dialog title is truncated, as are the titles of all other dialogs in CK Editor (Paste as Plain Text, URL Link, etc.).

*Resolution:* 
The truncated issue has been fixed. All dialog titles in the Rich Text Editor now display correctly.

"
SPM-128561,,Update the version of the xmlunit-core JAR file to the latest,Third Party Updates,,,,"XMLUnit Core provides helper classes to validate generated XML against an XML Schema, assert the values of XPath queries or compare XML documents against expected outcomes. It provides a diff-engine which provides full control over what kind of difference is required and which part of the generated document to compare against reference documents. It is used to ensure that Dynamic Domain Definitions are loaded correctly in the product.

The version of the xmlunit-core library has now been updated from 2.6.0 to 2.10.0. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJlibxmlunit-core-2.10.0.jar - the version of the JAR file has been updated.
* TI/lib/release/third&#95;party&#95;version.properties - the version of the specified xmlunit-core JAR file has been updated.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128545,,Update Guice to the latest version,Third Party Updates,,,,"Google Guice is an open source software framework for the Java platform released by Google under the Apache License providing support for dependency injection using annotations to configure Java objects. The version of Google Guice used in the Social Program Management (SPM) product has been upgraded from version 4.2.3 to version 5.1.0.

As a result of this upgrade, the following changes have been made in the Java Development Environment deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the versions of the specified Guice related JARs have been updated.

The following JAR files in the CuramSDEJlib directory have been updated:

* failureaccess.jar (version updated from 1.0.1 to 1.0.2)
* guava.jar (version updated from 27.0.1-jre to 33.2.0-jre)
* guice.jar (version updated from 4.2.3 to 5.1.0)
* guice-assistedinject.jar (version updated from 4.2.3 to 5.1.0)
* guice-throwingproviders.jar (version updated from 4.2.3 to 5.1.0)

The following JAR file has been removed from the CuramSDEJlib directory:

* guice-multibindings.jar (removed as this functionality has been moved into guice.jar)

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
SPM-128412,,Replace the old underpayments icon with the V8 version,SOL,Income Support,Food Assistance,Accessibility,"*Issue Description:*
The underpayments icon on the Income Support product delivery case context panel fails for the non-text contrast accessibility check.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Submit an Income Support application for Food Assistance for the new person just created and add evidence to satisfy eligibility requirements.
# On the application, clear all verifications and apply evidence changes.
# Check Eligibility for Food Assistance.
# Select Ready for Determination from the tab menu and click Yes on the confirmation modal.
# Authorize the Food Assistance program.
# Click the Related Cases tab on the application and open the newly created Income Support integrated case.
# Open the associated Food Assistance product delivery case and activate it.
# Click the Financials tab and use the page-level action to issue the payment.
# Click the Certifications tab and edit the certification period to create an underpayment.
# Navigate to the Food Assistance product delivery case home page.
# Issue: The underpayments icon on the context panel fails accessibility checks.

*Resolution:*
The underpayments icon has been replaced and now passes the accessibility checks.

"
SPM-128356,,Replace old ongoing cases icon with V8 version,SOL,Child Services,,,"*Issue Description:*
The ongoing case icon within the person home page context panel fails for non-text contrast checks.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a Child Welfare Structured Decision-Making caseworker.
# Register a new Person.
# Navigate to the person home page.
# Issue: The ongoing case icon within the context panel fails non-text contrast checks.

*Resolution:*
The icon has been replaced and the accessibility checks now pass.

"
SPM-128354,,Replace the old expedited icon with the V8 version,Accessibility,,,,"*Issue Description:*
The expedited icon on the Income Support application home page context panel fails for the non-text contrast accessibility check.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Create an Income Support application for Food Assistance for this person.
# Submit the application.
# Open the Income Support application.
# Issue: The expedited icon within the income support application home page context panel fails for non-text contrast checks.

*Resolution:*
The icon has been replaced and the accessibility checks pass now.

"
SPM-128313,,Replace the old alert icon with the V8 version,SOL,Common Intake,Evidence Management,Accessibility,"*Issue Description:*
On the evidence type page, the alert icon within the list of business objects for an evidence type that has an issue on an Income Support application fails for non-text contrast accessibility checks.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Submit an Income Support application for Food Assistance for this person.
# Navigate to the Evidence tab and select Dashboard on the page navigation bar.
# Click an evidence tagged with the alert icon.
# Issue: The alert icon on the evidence list within the specific evidence type page fails for accessibility checks.

*Resolution:*
The icon has been replaced and the accessibility checks now pass.

"
SPM-128302,,Replace the old items to verify icon with the new V8 version,Accessibility,,,,"*Issue Description:*
The items to verify icon on the Income Support application home page fails for the non-text contrast accessibility check.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Create an Income Support application for Cash Assistance for this person.
# Submit the application.
# Open the Income Support application.
# Issue: The items to verify icon within the application context panel fails for non-text contrast checks.

*Resolution:*
The icon has been replaced and the accessibility checks pass.

"
SPM-128252,,"Replace the old incidents icon with the new V8 version ",Accessibility,,,,"*Issue Description:*
The incidents icon on the provider home page context panel fails for non-text contrast checks.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a Provider Management resource manager.
# Navigate to the shortcuts panel and select Providers.
# Click Enroll Provider.
# Enter appropriate details in all the mandatory fields remaining and click Save.
# Issue: The incidents icon on the provider home page context panel fails for non-text contrast checks.

*Resolution:*
The icon has been replaced and the accessibility checks pass.

"
SPM-128028,,Drop support for Db2 12.1 for z/OS,Third Party Updates,,,,"Support for the Db2 12.1 for z/OS database is dropped for this version of the product.

The supported prerequisites for Cúram 8.1.3.0 are updated to reflect this.

"
SPM-127991,DT036692,Heading structure in all modal windows and wizard modals in Cúram is incorrect,Accessibility,,,,"*Issue Description:*
The heading structure in modal window titles, wizard modal titles and step titles within the Cúram application is incorrect. Improper heading structures can confuse screen reader users who use this structure to navigate the application.

*User Interface Impact:* No

*Steps to Reproduce:*

# Enable a screen reader. 
# Log in as a caseworker.
# Open the Register Person modal.
# Use the browser developer tools to inspect the HTML.
# Issue:  The heading structure in the Register Person modal within the Cúram application is incorrect. Specifically, the heading ?Register Person? is displayed as a <h3> tag, and ?Step 2: Registration? is displayed as a <h2> tag, this can confuse screen reader users when navigating through the application.

*Resolution:* 
The heading structure in the Register Person modal window has been corrected. Now, ?Register Person? is properly displayed as a <h2> tag, and ?Step 2: Registration? is displayed as a <h3> tag, this will allow screen reader users to navigate the application more easily.

"
SPM-127949,,Replace the old successful and unsuccessful icons in the Outcome Plan workspace with the V8 versions,Accessibility,,,,"*Issue Description:*
Successful and unsuccessful icons in the Outcome Plan workspace fail non-text contrast checks.

*User Interface Impact:* No

*Prerequisites:*

# Log in as an administrator.
# Expand the Outcome Management section in the shortcuts panel and select Outcome Plans.
# Select an Outcome Plan from the list of outcome plans on the newly opened tab.
# On the selected Outcome Plan, navigate to the Objectives tab.
# Add a few Objectives (at least two).
# Log in as a system administrator.
# Select Property Administration under Application Data in the shortcuts panel.
# Search for the 'outcomeplanning.hideCompletedObjectives' application property.
# Set the value to 'false'.
# Publish the changes.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Expand the Outcome Plans section in the shortcuts panel and select New Outcome Plan.
# In the New Outcome Plan modal, search for the person registered previously.
# Select the Outcome Plan previously created, enter a name for the plan and click Finish.
# On the Outcome Plan, navigate to the Workspace tab.
# Select and drag two Objectives into the workspace.
# Complete the first Objective and mark it as Attained.
# Complete the second Objective and mark it as Not Attained.
# Issue: The successful and unsuccessful icons next to the attained and not attained objectives fail non-text contrast checks.

*Resolution:*
The icons have been replaced and the accessibility checks now pass.

"
SPM-127938,,Income Support federal time limit/days reaching limit icon fails non-text contrast checks,Accessibility,,,,"*Issue Description:*
The federal time limit/days reaching limit icon on an Income Support integrated case fails non-text contrast checks.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Submit an Income Support application for Food Assistance for this person and add evidence to satisfy eligibility requirements.
# On the application, clear all verifications and apply evidence changes.
# Check Eligibility for Food Assistance.
# Select Ready for Determination from the tab menu and click Yes on the confirmation modal.
# Authorize the Food Assistance program.
# Navigate to the Related Cases tab on the application and open the newly created Income Support integrated case.
# Issue: The context panel's federal time limit/days reaching limit icon fails for non-text contrast checks.

*Resolution:*
The icon has been replaced with a compliant version to meet accessibility standards.

"
SPM-127879,,Replace the old to&#95;do&#95;tick icon with the V8 version,Accessibility,,,,"*Issue Description:*
The to&#95;do&#95;tick icon on the income support application home page fails for non-text contrast accessibility check.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Create an Income Support application for Cash Assistance for this person.
# Submit the application.
# Open the Income Support application.
# Issue: The to&#95;do&#95;tick icon within the Application To do List section fails for non-text contrast checks.

*Resolution:*
The icon has been replaced and the accessibility checks pass now.

"
SPM-127865,DT036685,The buttons and dialog boxes displayed at the end of IEG page submission are bigger than specified,Look and Feel,,,,"*Issue Description:*
When navigating through an IEG application, the final confirmation window does not always size correctly.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# From the person home page, create a new Application Form.
# Complete the application and navigate to the last submission page.
# Issue: The modal dialogue size does not match the WIDTH setting of the associated UIM (chosen based on the content displayed in the modal).

*Resolution:*
Modals were not rendered at the correct size because the CSS style applied to previous modals was not being cleared properly. This has now been corrected so that a modal will be assigned a size based on the width specified in the WINDOW_OPTIONS parameter of the corresponding UIM page.

This may impact a customer?s existing wizards by fixing pages that were previously displayed at the wrong size.

"
SPM-127739,DT036683,Eligibility cluster is laid out from top to bottom with the results appearing underneath each element,CEF,Application Development Environment,Infrastructure,,"*Issue Description:*
On dynamic UIM screens containing nested conditional clusters, layout issues are observed where clusters are incorrectly displayed as being left-aligned and much narrower than they should be.

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Create a New Application, and select Food Assistance, Cash Assistance and Medical Assistance. 
# Select Yes to the ?Is anyone disabled?? question on The Claimant?s Home section and select the person registered above. 
# Enter in disability details for the person and submit the application. 
# Navigate to the Applications tab on the person?s home page.
# Click the newly created application.
# Add Head of Household evidence for Food Assistance and Cash Assistance.
# Edit the disability evidence, select the 1619(b) recipient indicator and end date the record with a date before the current date. 
# Check Eligibility for Food Assistance, Cash Assistance and Medical Assistance. 
# Navigate to the Eligibility Checks tab and select the Ineligible tab. 
# Expand and select the ineligible decision periods for Food Assistance, Cash Assistance and Aged, Blind and Disabled. 
# Issue: The clusters on the ineligible decisions for each product overlap, making them difficult to read.

*Resolution:*
The layout of nested conditional clusters on dynamic UIM screens has been enhanced for improved readability. 

"
SPM-127662,DT036929,Container (compound) columns with text fields in lists are not sortable,CEF,Application Development Environment,Client Development Environment,Infrastructure,"*Issue Description:*
List columns with both field text and a link are not sortable. This is most prevalent on lists with the ?Add Translation? icon next to a translatable text field.  

*User Interface Impact:* Yes

*Steps to Reproduce:*

# Log in as an administrator.
# Click Work Queues below Workflow in the shortcuts panel.
# Click the ?Name? column header.
# Issue: Nothing happens. The rows are not sorted by ?Name? as expected.

*Resolution:*
Support has been added for sorting a variety of compound columns within lists. These are columns containing mixed contents including a text field. It excludes compound columns with checkboxes, radio buttons or any other widgets.  

It should be noted that as per standard sortable columns, this will increase the width of the newly sortable columns by a small amount due to the additional space reserved for the sorting icons. All updated columns will have the UIM structure, {{//LIST/CONTAINER[FIELD and not(WIDGET)]}}. 

"
SPM-127324,DT036671,The tooltips displaying phone and fax number field labels are not accessible for keyboard or mobile users,Accessibility,,,,"*Issue Description:*
In the Cúram application, several phone number and fax number input fields contain no visible labels for the individual fields that represent the different components that make up the phone or fax number, for example, a phone number's country code or the area code. Currently, the field labels are only visible via tooltips, which are visible only when hovering over an input field with a mouse or trackpad. This is an accessibility issue, as not all users navigate the page with a mouse or a trackpad. Many users rely on a keyboard for navigation or use mobile devices, so these users cannot easily determine what each field represents.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Select New User below Users in the shortcuts panel.
# Navigate to the Business Phone Number field in the Contact section.
# Using a mouse or trackpad, hover over each input field to reveal a tooltip containing the field label.
# Now navigate through each input field of the Business Phone Number using a keyboard.
# Issue: No tooltip is visible when navigating these fields using a keyboard.

*Resolution:*
The labels for the individual input fields that make up a phone or fax number are now visibly displayed on the page. 

*Technical:*
A new UIM attribute called SHOW&#95;LABELS has been added for CONTAINER elements to support this for phone or fax number input fields. The SHOW&#95;LABELS attribute default value is ?false?, so SHOW&#95;LABELS=""""true"""" must be set on the phone or fax number CONTAINER element to display the input field labels if LABEL attributes have been configured for the CONTAINER's child FIELD elements.

For more information on this new attribute, please see the CONTAINER element documentation in the UIM pages and views reference section in the _Cúram Webclient Reference Manual_.

"
SPM-127225,,Deprecate the remaining artifacts associated with the Generic Search Server (GSS) feature,CEF,Technical Services,Generic Search Server,,"The Generic Search Server (GSS) that used Lucene for indexing and search functionality within the product is being removed as part of SPM v8.0.4.0. However, it was discovered that some classes associated with this feature were not deprecated and therefore could not be removed. These are being deprecated now.

"
SPM-127210,DT036665,Clicking the Search button on Insurance Policy Details evidence incorrectly saves the evidence,SOL,Dynamic Evidence,,,"*Issue Description:*
On certain dynamic evidence modal screens, multi-search pop-up fields are present where a search category can be chosen and a search pop-up launched by selecting the search button. When a search button is selected, instead of launching a pop-up modal window, the current modal window will close and inadvertently save the data.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Insurance Affordability caseworker.
# Register a new person and submit a new application form to create an Insurance Affordability application.
# On the Insurance Affordability application case, navigate to the Evidence Dashboard.
# Add new Insurance Policy Details, providing the required details.
# Select the Search magnifying glass of any multi-search pop-up field (for example, Insurance Company or Policy Holder section).
# Issue: The modal will close and save the data instead of launching a pop-up modal window.

*Resolution:*
A pop-up modal window launches when a multi-search pop-up field is present on a dynamic evidence modal screen, and its search button is selected.

"
SPM-127204,DT036656,Graphical View Instance Data Details table is missing table header elements,Accessibility,,,,"*Issue Description:*
When using a screen reader to navigate a user?s tasks, the structure of the Instance Data Details table in the Graphical View tab, which is used to understand the workflow process instance associated with a task, is not correctly understood as there are no table headers (<th>) present.

*User Interface Impact:* No

*Steps to Reproduce:*

# Enable a screen reader.
# Log in as a caseworker.
# Register a new Person.
# Navigate to the Inbox tab.  
# Select My Tasks and from the action menu select New Task.
# Associate the new task with the newly registered person and select the option 'Add to my tasks'.
# Open the newly created task and click the Graphical View tab.
# Right-click anywhere in the table below 'Instance Data Details' and select inspect to view the table code.
# Issue: No <th> elements are present in the table markup.

*Resolution:*
The previous cluster implementation, which used dl, dt, and dd tags, has now been replaced with a table implementation.

"
SPM-126927,DT036616 - DT036733,"When an invalid date exists in the date field, selecting any date from the date picker with the mouse will not update what is displayed in the date field",CEF,Application Development Environment,Client Development Environment,,"*Issue Description:*
For any date picker input in the product, if a date is manually updated with an invalid date, for example, ?29/2022?, then picking any date from the date picker with the mouse dismisses the date picker, but does not update what is displayed in the date field. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Select Person under Searches in the shortcuts panel. 
# Pick any Date of Birth from the date picker, for example, 12/29/2022.
# Put the cursor after the 12 with the mouse, and delete the 12.
# Click the Date of Birth date picker input again.
# Select a date.
# Issue: The calendar widget is dismissed but the date is not updated.

*Resolution:*
The behavior that occurred when the field was manually updated with an invalid date by the user has been resolved. Now, the newly selected date updates the input field correctly.

"
SPM-126154,DT036588,Updating action controls with vague labels (New or Edit) to have more specific and detailed descriptions,Accessibility,,,,"*Issue Description:*
Page-level action controls in the application with vague labels such as New and Edit lack sufficient context for users. For example, a control labelled New might create a new note, but it should be more descriptive, such as New Note, to provide clearer context. Similarly, an Edit button that modifies a person's details should be labelled Edit Person to eliminate ambiguity and improve clarity.

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:* 

# Log in as a caseworker.
# Register a new Person. 
# Open the Client Contact tab and select Attachments.
# Issue: The page-level control is labelled New and does not provide users with enough information.

*Scenario 2:* 

# Log in as a caseworker.
# Register a new Person. 
# Create an integrated case for the person. 
# Open the Services tab.
# Issue: The page-level control is labelled New and does not provide users with enough information.

*Resolution:*
Page-level action buttons throughout the application have been updated with more descriptive labels, providing users with clearer information about the actions they are performing.

For details on the artifacts modified in this update, refer to the _Merative Cúram 8.1.3.0 Update Properties_ PDF document included with this release.

[Merative Cu?ram 8.1.3.0 Update Properties|https://curam-spm-devops.github.io/wh-support-docs/pdf/releasenotes/Merative&#95;Cu?ram&#95;8.1.3.0&#95;Update&#95;Properties.pdf]

"
SPM-125764,DT036825,Date picker converts input to incorrect dates,CEF,Application Development Environment,Client Development Environment,,"*Issue Description:*
When a date is entered incorrectly with a year in 1 to 3 digits (for example, 0001, 0089, 0198) or as 4 digits with an invalid year like 9999, the calendar widget converts it to an unexpected date.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Select Person under Searches in the shortcuts panel. 
# Enter an incorrect date in the Date of Birth, with the year as 9999 or a 1, 2 or 3-digit year.
# Press the Tab key. 
# Issue: The calendar widget converts the Date of Birth to an unexpected date.

*Resolution:*
When an incorrect date with a year in 1 to 3 digits, or an invalid 4-digit year like 9999, is now entered, the date picker leaves the date unchanged instead of converting it.

"
SPM-125113," DT036251",Display rules income calculations display numeric values in multiple columns instead of a single column,Look and Feel,Income Support CGISS,Eligibility & Entitlement,,"*Issue Description:*
In Cúram, on Income Support product delivery cases, the Income Calculation section displays numeric values in multiple columns instead of a single column. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Submit an Income Support application for Medical Assistance.
# Select Yes to the ?Is anyone disabled?? question on the Claimant?s Home section and select the person registered above. 
# Enter in disability details for the person and submit the application. 
# Navigate to the Applications tab on the person home page.
# Open the Income Support integrated case.
# Edit the Disability evidence, select the 1619(b) recipient indicator. 
# Verify all evidence. 
# From the actions menu on the evidence page, select Apply Changes, select all evidence via the multi-select and click Save.
# Check Eligibility to confirm you are eligible for Medical Assistance. 
# Select Ready for Determination from the tab menu and click Yes on the confirmation modal.
# Authorize the Aged, Blind and Disabled program.
# Navigate to the Aged, Blind and Disabled product delivery case, approve and activate the case.
# Click the Determinations tab.
# Click the decision period date to open the  Aged, Blind and Disabled decision summary page.
# Click the Income tab. 
# Issue: The income calculations section displays values in multiple columns instead of a single column.

*Resolution:*
The income calculations section displays values in a single column. 


"
SPM-119334,DT036854," Horizontal scrollbar on the Transfer Evidence modal and List button displayed far right",CEF,Integrated Case Management,Evidence Management,,"*Issue Description:*
A horizontal scrollbar is displayed on the Transfer Evidence modal. When the user scrolls to the right, a blank area is revealed, with a block labelled ?List? containing clickable links.

*User Interface Impact:* No

*Steps to Reproduce (Generic):*

# Log in as a caseworker.
# Register a new Person.
# Create an integrated case for the person.
# Click the Evidence tab and create evidence on the case.
# From the page inline actions menu, click the Transfer Evidence option.
# The Transfer Evidence modal opens.
# Issue: A horizontal scrollbar displays on the Transfer Evidence modal, when the user scrolls to the right, a blank area is revealed with a block labelled ?List? containing clickable links. 

*Resolution:*
The horizontal scrollbar has been removed from the Transfer Evidence modal.
"
SPM-119098,DT036991,Screen reader does not inform the impaired user when in-page navigation buttons are selected,Accessibility,,,,"*Issue Description:*
A screen reader does not inform the impaired user when in-page navigation buttons are selected.

*User Interface Impact:* No

*Steps to Reproduce:*
The issue exists for all screens that have in-page navigation buttons. The following steps give one example of how to reproduce the issue.

# Enable a screen reader. 
# Log in as a caseworker.
# Register a person and navigate to the person home page.
# Click the Evidence tab. 
# Issue: The screen reader does not indicate to the user which in-page navigation button is currently selected. 

*Resolution:*
The ?aria-pressed? attribute has been added to each in-page navigation button. The value of this attribute is set to true for the currently selected button and false for all other buttons. This improvement will make it easier for screen reader users to navigate the application.

"
SPM-119041,DT036810,Focus is not shown when the user navigates to the navigation menu in the content area navigation bar,Accessibility,,,,"*Issue Description:*
The focus is not visible when the user navigates to the navigation menu button in the content area navigation bar.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Press the Tab key on the person page, with the context panel expanded, after selecting the CCV (Citizen Context Viewer) link.
# Issue: The focus shifts to the navigation menu but is not visible.

*Resolution:*
The focus now properly moves to the navigation menu button, making it visible.

"
SPM-117673,PO08728,"An incorrect date is displayed in bold when February of a leap year is selected, and then February of a non-leap year is selected",Look and Feel,,,,"*Issue Description:*
The calendar date selector displays the 1st of March in bold when February of a non-leap year is selected after February of a leap year has been previously selected.

*User Interface Impact:* Yes

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the Calendar tab.
# Click the calendar icon to the right of the date input field.
# Select February of 2023 in the date selector, it displays the 28 days of February in bold.
# Select February of 2024 in the date selector, it displays the 29 days of February in bold.
# Select February of 2023 in the date selector, it displays the 28 days of February in bold and the 1st of March in bold.
# Issue: The date selector displays the 1st March in bold when February of a non-leap year has been selected after February of a leap year was previously selected.

*Resolution:*
When February of a leap year is selected, and then February of a non-leap year is selected, the date selector remains on February and correctly displays the days in February in bold, rather than showing March as it did previously.



"
SPM-117495,DT037014,"Focus does not remain on the nested tab item when navigating the application using the keyboard ",Accessibility,,,,"*Issue Description:*
Focus does not remain on the nested tab item when navigating the application using the keyboard, the content refreshes causing the keyboard to lose focus.

*User Interface Impact:* No 

*Steps to Reproduce:*

*Scenario 1:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Issue and Proceedings tab and select the Special Cautions page.
# Navigate to the ?Current? in-page navigation tab.
# Use the down/right arrow key to move to the ?Previous? nested tab item.
# Issue: Focus does not remain on the nested tab item when the user is navigating using the down/right arrow key.

*Scenario 2:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Submit an Income Support application for Food Assistance for this person and add evidence to satisfy eligibility requirements.
# Open the submitted Income Support application.
# Click the Evidence tab and select Verifications.
# Navigate to the Outstanding in-page navigation tab.
# Use the down/right arrow key to move to the All nested tab item.
# Issue: Focus does not remain on the nested tab item when the user is navigating using the down/right arrow key.

*Resolution:*
The focus issue on the nested tab item has been resolved, the user can now navigate the nested tab item using the right and left arrow keys as expected.


"
SPM-116332,,Space occupied by the expanded task view remains as white space when the task is collapsed,CEF,Application Development Environment,Client Development Environment,,"*Issue Description:*
When an expandable view of a task is collapsed, its content is replaced with white space rather than collapsing completely.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to Inbox. 
# On the My Tasks tab, select New Task from the tab-level actions menu.
# Create 2 tasks, while creating the tasks select the ?Add to My Tasks? checkbox.
# Expand the first task in the My Tasks list to view the details. 
# Select the History and Comments tab and expand the toggle.
# Collapse the toggle.
# Issue: White space remains where the expanded content was shown.

*Resolution:*
The issue has been resolved by ensuring the task view when collapsed no longer takes up any additional space on the page.

"
SPM-116101,PO08290,Remove obsolete cross domain files from the Cúram deliverable,ENT,Social Enterprise Collaboration,,,"The following two files were found to be obsolete and no longer used by the Cúram application. They have been removed as a result.

* webclientcomponentsSocialEnterpriseCollaborationWebContentcrossdomain.xml
* webclientcomponentsCitizenContextViewerWebContentcrossdomain.xml


"
